event,date,fighter_1,fighter_1_elo_before,fighter_1_elo_after,method,round,fighter_2,fighter_2_elo_before,fighter_2_elo_after
UFC 12: Judgement Day,1997-02-07,Jerry Bohlander,1516.0,1531.263693206478,SUB,1,Nick Sanzo,1500.0,1484.736306793522
UFC 12: Judgement Day,1997-02-07,Vitor Belfort,1516.8077661651607,1532.0343431817616,KO/TKO,1,Tra Telligman,1500.0,1484.773422983399
UFC 12: Judgement Day,1997-02-07,Nick Sanzo,1484.736306793522,1501.4387739660467,KO/TKO,1,Jackie Lee,1500.0,1483.2975328274754
UFC 12: Judgement Day,1997-02-07,Yoshiki Takahashi,1500.0,1516.0,U-DEC,2,Wallid Ismail,1500.0,1484.0
UFC 12: Judgement Day,1997-02-07,Jerry Bohlander,1531.263693206478,1545.8278203282016,SUB,1,Rainy Martinez,1500.0,1485.4358728782763
UFC 12: Judgement Day,1997-02-07,Justin Martin,1500.0,1516.0,SUB,1,Eric Martin,1500.0,1484.0
UFC 12: Judgement Day,1997-02-07,Scott Ferrozzo,1500.7475782647518,1516.7131510665172,KO/TKO,1,Jim Mullen,1500.0,1484.0344271982347
UFC 13: The Ultimate Force,1997-05-30,Guy Mezger,1531.263693206478,1545.8278203282016,SUB,1,Tito Ortiz,1500.0,1485.4358728782763
UFC 13: The Ultimate Force,1997-05-30,Vitor Belfort,1532.0343431817616,1548.2354937471207,KO/TKO,1,David Abbott,1536.4025023532693,1520.2013517879102
UFC 13: The Ultimate Force,1997-05-30,Randy Couture,1500.0,1516.0,KO/TKO,1,Steven Graham,1500.0,1484.0
UFC 13: The Ultimate Force,1997-05-30,Randy Couture,1516.0,1531.263693206478,SUB,1,Tony Halme,1500.0,1484.736306793522
UFC 13: The Ultimate Force,1997-05-30,Tito Ortiz,1485.4358728782763,1502.1061831420425,KO/TKO,1,Wes Albritton,1500.0,1483.3296897362338
UFC 13: The Ultimate Force,1997-05-30,Enson Inoue,1500.0,1516.0,SUB,1,Royce Alger,1500.0,1484.0
UFC 13: The Ultimate Force,1997-05-30,Guy Mezger,1545.8278203282016,1559.0459720570004,U-DEC,2,Christophe Leninger,1484.8007823146233,1471.5826305858245
UFC 13: The Ultimate Force,1997-05-30,Jack Nilson,1483.263693206478,1500.0338330211207,KO/TKO,1,Saeed Hosseini,1500.0,1483.2298601853572
UFC 13: The Ultimate Force,1997-05-30,Steven Graham,1484.0,1500.736306793522,SUB,1,Dmitri Stepanov,1500.0,1483.263693206478
UFC 14: Showdown,1997-07-27,Tony Fryklund,1500.0,1516.0,SUB,1,Donnie Chappell,1500.0,1484.0
UFC 14: Showdown,1997-07-27,Alex Hunter,1500.0,1515.26714363767,SUB,1,Sam Fulton,1484.0750834263833,1468.8079397887134
UFC 14: Showdown,1997-07-27,Joe Moreira,1484.1615948816263,1500.890475557234,U-DEC,2,Yuri Vaulin,1500.0,1483.2711193243924
UFC 14: Showdown,1997-07-27,Kevin Jackson,1500.0,1516.0,KO/TKO,1,Todd Butler,1500.0,1484.0
UFC 14: Showdown,1997-07-27,Mark Kerr,1500.0,1515.263693206478,KO/TKO,1,Moti Horenstein,1484.0,1468.736306793522
UFC 14: Showdown,1997-07-27,Dan Bobish,1500.0,1515.6134562900731,SUB,1,Brian Johnston,1491.6046764057953,1475.9912201157222
UFC 14: Showdown,1997-07-27,Kevin Jackson,1516.0,1532.0,SUB,1,Tony Fryklund,1516.0,1500.0
UFC 14: Showdown,1997-07-27,Mark Kerr,1515.263693206478,1531.279800386284,SUB,1,Dan Bobish,1515.6134562900731,1499.597349110267
UFC 14: Showdown,1997-07-27,Maurice Smith,1500.0,1520.2594320225166,U-DEC,3,Mark Coleman,1594.775263289563,1574.5158312670465
UFC 15: Collision Course,1997-10-17,Maurice Smith,1520.2594320225166,1536.2567573288936,SUB,1,David Abbott,1520.2013517879102,1504.2040264815332
UFC 15: Collision Course,1997-10-17,Mark Kerr,1531.279800386284,1545.843191721917,SUB,1,Dwayne Cason,1500.0,1485.436608664367
UFC 15: Collision Course,1997-10-17,Randy Couture,1531.263693206478,1548.0446524282577,KO/TKO,1,Vitor Belfort,1548.2354937471207,1531.454534525341
UFC 15: Collision Course,1997-10-17,Mark Kerr,1545.843191721917,1559.7442018127824,KO/TKO,1,Greg Stott,1500.0,1486.0989899091346
UFC 15: Collision Course,1997-10-17,Dwayne Cason,1485.436608664367,1502.1068851034001,KO/TKO,1,Houston Dorr,1500.0,1483.3297235609668
UFC 15: Collision Course,1997-10-17,Alex Hunter,1515.26714363767,1530.5645178732748,S-DEC,1,Harry Moskowitz,1500.0,1484.7026257643952
UFC 15: Collision Course,1997-10-17,Dave Beneteau,1488.965911679648,1505.473879455884,U-DEC,2,Carlos Barreto,1500.0,1483.492032223764
UFC - Ultimate Japan,1997-12-21,Tra Telligman,1484.773422983399,1501.4741841789585,SUB,1,Brad Kohler,1500.0,1483.2992388044406
UFC - Ultimate Japan,1997-12-21,David Abbott,1504.2040264815332,1520.0104333555435,U-DEC,2,Yoji Anjo,1500.0,1484.1935931259898
UFC - Ultimate Japan,1997-12-21,Kazushi Sakuraba,1500.0,1500.0,Overturned,1,Marcus Silveira,1500.0,1500.0
UFC - Ultimate Japan,1997-12-21,Frank Shamrock,1500.0,1517.4695015289756,SUB,1,Kevin Jackson,1532.0,1514.5304984710244
UFC - Ultimate Japan,1997-12-21,Vitor Belfort,1531.454534525341,1546.8451780239334,SUB,1,Joe Charles,1518.2161231903956,1502.8254796918031
UFC - Ultimate Japan,1997-12-21,Kazushi Sakuraba,1500.0,1516.0,SUB,1,Marcus Silveira,1500.0,1484.0
UFC - Ultimate Japan,1997-12-21,Randy Couture,1548.0446524282577,1563.5020079994897,M-DEC,3,Maurice Smith,1536.2567573288936,1520.7994017576616
UFC 16: Battle in the Bayou,1998-03-13,Tsuyoshi Kohsaka,1500.0,1515.697508524514,U-DEC,2,Kimo Leopoldo,1493.4306983140148,1477.7331897895008
UFC 16: Battle in the Bayou,1998-03-13,Frank Shamrock,1517.4695015289756,1532.6656785487578,KO/TKO,1,Igor Zinoviev,1500.0,1484.8038229802178
UFC 16: Battle in the Bayou,1998-03-13,Pat Miletich,1500.0,1516.0,SUB,1,Chris Brennan,1500.0,1484.0
UFC 16: Battle in the Bayou,1998-03-13,Jerry Bohlander,1545.8278203282016,1560.3904112789949,SUB,1,Kevin Jackson,1514.5304984710244,1499.9679075202312
UFC 16: Battle in the Bayou,1998-03-13,Pat Miletich,1516.0,1531.263693206478,S-DEC,2,Townsend Saunders,1500.0,1484.736306793522
UFC 16: Battle in the Bayou,1998-03-13,Mikey Burnett,1500.0,1516.0,KO/TKO,1,Eugenio Tadeu,1500.0,1484.0
UFC 16: Battle in the Bayou,1998-03-13,Chris Brennan,1484.0,1500.736306793522,SUB,1,Courtney Turner,1500.0,1483.263693206478
UFC 16: Battle in the Bayou,1998-03-13,Laverne Clark,1500.0,1516.0,KO/TKO,1,Josh Stuart,1500.0,1484.0
UFC 17: Redemption,1998-05-15,Chuck Liddell,1500.0,1516.0,U-DEC,1,Noe Hernandez,1500.0,1484.0
UFC 17: Redemption,1998-05-15,Andre Roberts,1500.0,1515.2959847551642,U-DEC,2,Harry Moskowitz,1484.7026257643952,1469.406641009231
UFC 17: Redemption,1998-05-15,Dan Henderson,1500.0,1516.0,U-DEC,2,Allan Goes,1500.0,1484.0
UFC 17: Redemption,1998-05-15,Carlos Newton,1500.0,1516.0,SUB,1,Bob Gilstrap,1500.0,1484.0
UFC 17: Redemption,1998-05-15,Mike van Arsdale,1500.0,1516.0,SUB,1,Joe Pardo,1500.0,1484.0
UFC 17: Redemption,1998-05-15,David Abbott,1520.0104333555435,1535.0899364266677,KO/TKO,1,Hugo Duarte,1500.0,1484.9204969288758
UFC 17: Redemption,1998-05-15,Dan Henderson,1516.0,1532.0,S-DEC,2,Carlos Newton,1516.0,1500.0
UFC 17: Redemption,1998-05-15,Pete Williams,1500.0,1519.3799148288879,KO/TKO,2,Mark Coleman,1574.5158312670465,1555.1359164381586
UFC 17: Redemption,1998-05-15,Frank Shamrock,1532.6656785487578,1547.1657853641398,SUB,2,Jeremy Horn,1500.0,1485.499893184618
UFC - Ultimate Brazil,1998-10-16,Frank Shamrock,1547.1657853641398,1561.0069661552361,SUB,1,John Lober,1500.0,1486.1588192089037
UFC - Ultimate Brazil,1998-10-16,Vitor Belfort,1546.8451780239334,1560.7008563404643,KO/TKO,1,Wanderlei Silva,1500.0,1486.1443216834691
UFC - Ultimate Brazil,1998-10-16,Pedro Rizzo,1500.0,1517.6104791747973,KO/TKO,1,David Abbott,1535.0899364266677,1517.4794572518704
UFC - Ultimate Brazil,1998-10-16,Tsuyoshi Kohsaka,1515.697508524514,1531.8670832520959,U-DEC,2,Pete Williams,1519.3799148288879,1503.210340101306
UFC - Ultimate Brazil,1998-10-16,Ebenezer Fontes Braga,1500.0,1515.3326328283995,SUB,1,Jeremy Horn,1485.499893184618,1470.1672603562185
UFC - Ultimate Brazil,1998-10-16,Tulio Palhares,1500.0,1516.0,KO/TKO,1,Adriano Santos,1500.0,1484.0
