event,date,fighter_1,fighter_1_elo_before,fighter_1_elo_after,method,round,fighter_2,fighter_2_elo_before,fighter_2_elo_after
UFC 7: The Brawl in Buffalo,1995-09-08,Joel Sutton,1512.0,1523.585699413623,KO/TKO,1,Geza Kalman,1500.0,1488.414300586377
UFC 7: The Brawl in Buffalo,1995-09-08,Mark Hall,1487.5862105751485,1500.0290758805806,KO/TKO,1,Harold Howard,1500.414300586377,1487.971435280945
UFC 7: The Brawl in Buffalo,1995-09-08,Paul Varelans,1500.428606706949,1512.4138031632458,KO/TKO,1,Gerry Harris,1500.0,1488.0148035437032
UFC 7: The Brawl in Buffalo,1995-09-08,Scott Bessac,1500.0,1512.0,SUB,1,David Hood,1500.0,1488.0
UFC 7: The Brawl in Buffalo,1995-09-08,Onassis Parungao,1500.0,1512.0,KO/TKO,1,Francesco Maturi,1500.0,1488.0
UFC 7: The Brawl in Buffalo,1995-09-08,Remco Pardoel,1501.7932569346958,1513.7313205844064,SUB,1,Ryan Parker,1500.0,1488.0619363502894
UFC - Ultimate Ultimate '95,1995-12-16,Dan Severn,1536.0388168865622,1547.2246339065325,U-DEC,1,David Abbott,1512.429532711264,1501.2437156912938
UFC - Ultimate Ultimate '95,1995-12-16,Dan Severn,1547.2246339065325,1558.8305973156912,U-DEC,2,Oleg Taktarov,1535.8120031156936,1524.206039706535
UFC - Ultimate Ultimate '95,1995-12-16,Oleg Taktarov,1524.206039706535,1536.5721352938226,U-DEC,1,Marco Ruas,1534.8088828997463,1522.4427873124587
UFC - Ultimate Ultimate '95,1995-12-16,Oleg Taktarov,1536.5721352938226,1547.3691995214747,SUB,1,Dave Beneteau,1501.6262049884224,1490.8291407607703
UFC - Ultimate Ultimate '95,1995-12-16,Joe Charles,1500.8704929248786,1513.2547610535048,SUB,1,Scott Bessac,1512.0,1499.6157318713738
UFC - Ultimate Ultimate '95,1995-12-16,Dan Severn,1558.8305973156912,1569.236888547801,SUB,1,Paul Varelans,1512.4138031632458,1502.007511931136
UFC - Ultimate Ultimate '95,1995-12-16,David Abbott,1501.2437156912938,1514.0143185690454,SUB,1,Steve Jennum,1523.585699413623,1510.8150965358714
UFC - Ultimate Ultimate '95,1995-12-16,Mark Hall,1500.0290758805806,1511.6137722488056,SUB,1,Trent Jenkins,1488.0,1476.415303631775
UFC - Ultimate Ultimate '95,1995-12-16,Marco Ruas,1522.4427873124587,1534.1756356334947,SUB,1,Keith Hackney,1514.706675739361,1502.973827418325
UFC 8: David vs Goliath,1996-02-16,Sam Adkins,1500.0,1512.0,KO/TKO,1,Keith Mielke,1500.0,1488.0
UFC 8: David vs Goliath,1996-02-16,Don Frye,1500.0,1512.0,KO/TKO,1,Thomas Ramirez,1500.0,1488.0
UFC 8: David vs Goliath,1996-02-16,Paul Varelans,1502.007511931136,1513.9381756970602,U-DEC,1,Joe Moreira,1500.0,1488.0693362340758
UFC 8: David vs Goliath,1996-02-16,Jerry Bohlander,1500.0,1512.0,SUB,1,Scott Ferrozzo,1500.0,1488.0
UFC 8: David vs Goliath,1996-02-16,Gary Goodridge,1500.0,1512.0,KO/TKO,1,Paul Herrera,1500.0,1488.0
UFC 8: David vs Goliath,1996-02-16,Don Frye,1512.0,1524.0,KO/TKO,1,Sam Adkins,1512.0,1500.0
UFC 8: David vs Goliath,1996-02-16,Gary Goodridge,1512.0,1524.0,KO/TKO,1,Jerry Bohlander,1512.0,1500.0
UFC 8: David vs Goliath,1996-02-16,Ken Shamrock,1539.922494044177,1550.2299675603147,SUB,1,Kimo Leopoldo,1490.589949243523,1480.2824757273854
UFC 8: David vs Goliath,1996-02-16,Don Frye,1524.0,1536.0,KO/TKO,1,Gary Goodridge,1524.0,1512.0
UFC 9: Motor City Madness,1996-05-17,Dan Severn,1569.236888547801,1580.5810668669233,S-DEC,3,Ken Shamrock,1550.2299675603147,1538.8857892411925
UFC 9: Motor City Madness,1996-05-17,Don Frye,1536.0,1546.761034864537,KO/TKO,1,Amaury Bitetti,1500.0,1489.238965135463
UFC 9: Motor City Madness,1996-05-17,Mark Hall,1511.6137722488056,1523.2127961014642,KO/TKO,1,Koji Kitao,1500.0,1488.4009761473415
UFC 9: Motor City Madness,1996-05-17,Mark Schultz,1500.0,1512.414300586377,KO/TKO,1,Gary Goodridge,1512.0,1499.585699413623
UFC 9: Motor City Madness,1996-05-17,Rafael Carino,1500.0,1512.0,KO/TKO,1,Matt Andersen,1500.0,1488.0
UFC 9: Motor City Madness,1996-05-17,Cal Worsham,1487.5714453427604,1499.586247088733,KO/TKO,1,Zane Frazier,1488.0,1475.9851982540274
UFC 9: Motor City Madness,1996-05-17,Steve Nelmark,1500.0,1512.0,KO/TKO,1,Tai Bowden,1500.0,1488.0
UFC 10: The Tournament,1996-07-12,Geza Kalman,1488.414300586377,1500.814308212328,KO/TKO,1,Dieusel Berto,1500.0,1487.5999923740492
UFC 10: The Tournament,1996-07-12,Sam Adkins,1500.0,1511.5866861082043,U-DEC,2,Felix Lee Mitchell,1488.0286017456835,1476.4419156374793
UFC 10: The Tournament,1996-07-12,Don Frye,1546.761034864537,1557.9489506373204,KO/TKO,1,Mark Hall,1523.2127961014642,1512.0248803286806
UFC 10: The Tournament,1996-07-12,Brian Johnston,1500.0,1512.0,KO/TKO,1,Scott Fiedler,1500.0,1488.0
UFC 10: The Tournament,1996-07-12,Mark Coleman,1500.0,1512.0,KO/TKO,1,Moti Horenstein,1500.0,1488.0
UFC 10: The Tournament,1996-07-12,Gary Goodridge,1499.585699413623,1511.6000088421538,KO/TKO,1,John Campetella,1500.0,1487.9856905714691
UFC 10: The Tournament,1996-07-12,Don Frye,1557.9489506373204,1568.3711184297856,KO/TKO,1,Brian Johnston,1512.0,1501.5778322075348
UFC 10: The Tournament,1996-07-12,Mark Coleman,1512.0,1523.9861848009427,SUB,1,Gary Goodridge,1511.6000088421538,1499.613824041211
UFC 10: The Tournament,1996-07-12,Mark Coleman,1523.9861848009427,1537.5109006095056,KO/TKO,1,Don Frye,1568.3711184297856,1554.8464026212228
UFC 11: The Proving Ground,1996-09-20,Scott Ferrozzo,1488.0,1500.8968273971223,U-DEC,2,David Abbott,1514.0143185690454,1501.1174911719231
UFC 11: The Proving Ground,1996-09-20,Mark Coleman,1537.5109006095056,1548.2742226119897,KO/TKO,1,Brian Johnston,1501.5778322075348,1490.8145102050507
UFC 11: The Proving Ground,1996-09-20,Jerry Bohlander,1500.0,1512.0,U-DEC,1,Fabio Gurgel,1500.0,1488.0
UFC 11: The Proving Ground,1996-09-20,Roberto Traven,1500.0,1512.0,KO/TKO,1,Dave Berry,1500.0,1488.0
UFC 11: The Proving Ground,1996-09-20,Brian Johnston,1490.8145102050507,1503.131691886864,KO/TKO,1,Reza Nasri,1500.0,1487.6828183181867
UFC 11: The Proving Ground,1996-09-20,Mark Coleman,1548.2742226119897,1558.617537403741,SUB,1,Julian Sanchez,1500.0,1489.6566852082487
UFC 11: The Proving Ground,1996-09-20,Scott Ferrozzo,1500.8968273971223,1512.865852144984,SUB,1,Sam Fulton,1500.0,1488.0309752521382
UFC 11: The Proving Ground,1996-09-20,David Abbott,1501.1174911719231,1513.4789749543759,SUB,1,Sam Adkins,1511.5866861082043,1499.2252023257515
UFC - Ultimate Ultimate '96,1996-12-07,Don Frye,1554.8464026212228,1565.424335911697,SUB,1,David Abbott,1513.4789749543759,1502.9010416639017
UFC - Ultimate Ultimate '96,1996-12-07,David Abbott,1502.9010416639017,1515.2152367234273,KO/TKO,1,Steve Nelmark,1512.0,1499.6858049404743
UFC - Ultimate Ultimate '96,1996-12-07,Don Frye,1565.424335911697,1575.5943708378281,SUB,1,Mark Hall,1512.0248803286806,1501.8548454025495
UFC - Ultimate Ultimate '96,1996-12-07,Ken Shamrock,1538.8857892411925,1549.6552273579414,SUB,1,Brian Johnston,1503.131691886864,1492.362253770115
UFC - Ultimate Ultimate '96,1996-12-07,Kimo Leopoldo,1480.2824757273854,1493.4412801097756,KO/TKO,1,Paul Varelans,1513.9381756970602,1500.77937131467
UFC - Ultimate Ultimate '96,1996-12-07,David Abbott,1515.2152367234273,1526.6757943583339,KO/TKO,1,Cal Worsham,1499.586247088733,1488.1256894538265
UFC - Ultimate Ultimate '96,1996-12-07,Don Frye,1575.5943708378281,1585.011146045106,SUB,1,Gary Goodridge,1499.613824041211,1490.1970488339332
UFC - Ultimate Ultimate '96,1996-12-07,Tai Bowden,1488.0,1500.414300586377,KO/TKO,1,Jack Nilson,1500.0,1487.585699413623
UFC - Ultimate Ultimate '96,1996-12-07,Steve Nelmark,1499.6858049404743,1511.7004851579418,SUB,1,Marcus Bossett,1500.1108409817934,1488.096160764326
UFC - Ultimate Ultimate '96,1996-12-07,Mark Hall,1501.8548454025495,1512.978675874674,KO/TKO,1,Felix Lee Mitchell,1476.4419156374793,1465.3180851653547
UFC 12: Judgement Day,1997-02-07,Mark Coleman,1558.617537403741,1571.3751219327396,SUB,1,Dan Severn,1580.5810668669233,1567.8234823379246
UFC 12: Judgement Day,1997-02-07,Vitor Belfort,1500.0,1512.4441677816822,KO/TKO,1,Scott Ferrozzo,1512.865852144984,1500.421684363302
UFC 12: Judgement Day,1997-02-07,Jerry Bohlander,1512.0,1523.585699413623,SUB,1,Nick Sanzo,1500.0,1488.414300586377
UFC 12: Judgement Day,1997-02-07,Vitor Belfort,1512.4441677816822,1524.0145451543983,KO/TKO,1,Tra Telligman,1500.0,1488.4296226272838
UFC 12: Judgement Day,1997-02-07,Nick Sanzo,1488.414300586377,1500.814308212328,KO/TKO,1,Jackie Lee,1500.0,1487.5999923740492
UFC 12: Judgement Day,1997-02-07,Yoshiki Takahashi,1500.0,1512.0,U-DEC,2,Wallid Ismail,1500.0,1488.0
UFC 12: Judgement Day,1997-02-07,Jerry Bohlander,1523.585699413623,1534.772327276234,SUB,1,Rainy Martinez,1500.0,1488.813372137389
UFC 12: Judgement Day,1997-02-07,Justin Martin,1500.0,1512.0,SUB,1,Eric Martin,1500.0,1488.0
UFC 12: Judgement Day,1997-02-07,Scott Ferrozzo,1500.421684363302,1512.4071199085201,KO/TKO,1,Jim Mullen,1500.0,1488.0145644547817
UFC 13: The Ultimate Force,1997-05-30,Guy Mezger,1523.585699413623,1534.772327276234,SUB,1,Tito Ortiz,1500.0,1488.813372137389
UFC 13: The Ultimate Force,1997-05-30,Vitor Belfort,1524.0145451543983,1536.1064596480237,KO/TKO,1,David Abbott,1526.6757943583339,1514.5838798647085
UFC 13: The Ultimate Force,1997-05-30,Randy Couture,1500.0,1512.0,KO/TKO,1,Steven Graham,1500.0,1488.0
UFC 13: The Ultimate Force,1997-05-30,Randy Couture,1512.0,1523.585699413623,SUB,1,Tony Halme,1500.0,1488.414300586377
UFC 13: The Ultimate Force,1997-05-30,Tito Ortiz,1488.813372137389,1501.1996111146748,KO/TKO,1,Wes Albritton,1500.0,1487.6137610227142
UFC 13: The Ultimate Force,1997-05-30,Enson Inoue,1500.0,1512.0,SUB,1,Royce Alger,1500.0,1488.0
UFC 13: The Ultimate Force,1997-05-30,Guy Mezger,1534.772327276234,1545.181548295968,U-DEC,2,Christophe Leninger,1488.4418793619488,1478.0326583422147
UFC 13: The Ultimate Force,1997-05-30,Jack Nilson,1487.585699413623,1500.0142917836072,KO/TKO,1,Saeed Hosseini,1500.0,1487.5714076300158
UFC 13: The Ultimate Force,1997-05-30,Steven Graham,1488.0,1500.414300586377,SUB,1,Dmitri Stepanov,1500.0,1487.585699413623
UFC 14: Showdown,1997-07-27,Tony Fryklund,1500.0,1512.0,SUB,1,Donnie Chappell,1500.0,1488.0
UFC 14: Showdown,1997-07-27,Alex Hunter,1500.0,1511.5867679889811,SUB,1,Sam Fulton,1488.0309752521382,1476.444207263157
UFC 14: Showdown,1997-07-27,Joe Moreira,1488.0693362340758,1500.481244869857,U-DEC,2,Yuri Vaulin,1500.0,1487.5880913642188
UFC 14: Showdown,1997-07-27,Kevin Jackson,1500.0,1512.0,KO/TKO,1,Todd Butler,1500.0,1488.0
UFC 14: Showdown,1997-07-27,Mark Kerr,1500.0,1511.585699413623,KO/TKO,1,Moti Horenstein,1488.0,1476.414300586377
UFC 14: Showdown,1997-07-27,Dan Bobish,1500.0,1511.7362440770967,SUB,1,Brian Johnston,1492.362253770115,1480.6260096930184
UFC 14: Showdown,1997-07-27,Kevin Jackson,1512.0,1524.0,SUB,1,Tony Fryklund,1512.0,1500.0
UFC 14: Showdown,1997-07-27,Mark Kerr,1511.585699413623,1523.5908990417668,SUB,1,Dan Bobish,1511.7362440770967,1499.7310444489528
UFC 14: Showdown,1997-07-27,Maurice Smith,1500.0,1514.4311050966937,U-DEC,3,Mark Coleman,1571.3751219327396,1556.9440168360459
UFC 15: Collision Course,1997-10-17,Maurice Smith,1514.4311050966937,1526.436381749905,SUB,1,David Abbott,1514.5838798647085,1502.5786032114972
UFC 15: Collision Course,1997-10-17,Mark Kerr,1523.5908990417668,1534.7773481408437,SUB,1,Dwayne Cason,1500.0,1488.813550900923
UFC 15: Collision Course,1997-10-17,Randy Couture,1523.585699413623,1536.01796403879,KO/TKO,1,Vitor Belfort,1536.1064596480237,1523.6741950228566
UFC 15: Collision Course,1997-10-17,Mark Kerr,1534.7773481408437,1545.5801767586488,KO/TKO,1,Greg Stott,1500.0,1489.197171382195
UFC 15: Collision Course,1997-10-17,Dwayne Cason,1488.813550900923,1501.1997837103313,KO/TKO,1,Houston Dorr,1500.0,1487.6137671905917
UFC 15: Collision Course,1997-10-17,Alex Hunter,1511.5867679889811,1523.1867234967583,S-DEC,1,Harry Moskowitz,1500.0,1488.4000444922228
UFC 15: Collision Course,1997-10-17,Dave Beneteau,1490.8291407607703,1503.1458174735674,U-DEC,2,Carlos Barreto,1500.0,1487.683323287203
UFC - Ultimate Japan,1997-12-21,Tra Telligman,1488.4296226272838,1500.8291016359406,SUB,1,Brad Kohler,1500.0,1487.6005209913433
UFC - Ultimate Japan,1997-12-21,David Abbott,1502.5786032114972,1514.4895430470026,U-DEC,2,Yoji Anjo,1500.0,1488.0890601644946
UFC - Ultimate Japan,1997-12-21,Kazushi Sakuraba,1500.0,1500.0,Overturned,1,Marcus Silveira,1500.0,1500.0
UFC - Ultimate Japan,1997-12-21,Frank Shamrock,1500.0,1512.827614673444,SUB,1,Kevin Jackson,1524.0,1511.172385326556
UFC - Ultimate Japan,1997-12-21,Vitor Belfort,1523.6741950228566,1535.3144283711188,SUB,1,Joe Charles,1513.2547610535048,1501.6145277052426
UFC - Ultimate Japan,1997-12-21,Kazushi Sakuraba,1500.0,1512.0,SUB,1,Marcus Silveira,1500.0,1488.0
UFC - Ultimate Japan,1997-12-21,Randy Couture,1536.01796403879,1547.6871117825467,M-DEC,3,Maurice Smith,1526.436381749905,1514.7672340061483
UFC 16: Battle in the Bayou,1998-03-13,Tsuyoshi Kohsaka,1500.0,1511.7734967452404,U-DEC,2,Kimo Leopoldo,1493.4412801097756,1481.6677833645351
UFC 16: Battle in the Bayou,1998-03-13,Frank Shamrock,1512.827614673444,1524.384765763237,KO/TKO,1,Igor Zinoviev,1500.0,1488.442848910207
UFC 16: Battle in the Bayou,1998-03-13,Pat Miletich,1500.0,1512.0,SUB,1,Chris Brennan,1500.0,1488.0
UFC 16: Battle in the Bayou,1998-03-13,Jerry Bohlander,1534.772327276234,1545.9584654804476,SUB,1,Kevin Jackson,1511.172385326556,1499.9862471223423
UFC 16: Battle in the Bayou,1998-03-13,Pat Miletich,1512.0,1523.585699413623,S-DEC,2,Townsend Saunders,1500.0,1488.414300586377
UFC 16: Battle in the Bayou,1998-03-13,Mikey Burnett,1500.0,1512.0,KO/TKO,1,Eugenio Tadeu,1500.0,1488.0
UFC 16: Battle in the Bayou,1998-03-13,Chris Brennan,1488.0,1500.414300586377,SUB,1,Courtney Turner,1500.0,1487.585699413623
UFC 16: Battle in the Bayou,1998-03-13,Laverne Clark,1500.0,1512.0,KO/TKO,1,Josh Stuart,1500.0,1488.0
UFC 17: Redemption,1998-05-15,Chuck Liddell,1500.0,1512.0,U-DEC,1,Noe Hernandez,1500.0,1488.0
UFC 17: Redemption,1998-05-15,Andre Roberts,1500.0,1511.5995005337925,U-DEC,2,Harry Moskowitz,1488.4000444922228,1476.8005439584304
UFC 17: Redemption,1998-05-15,Dan Henderson,1500.0,1512.0,U-DEC,2,Allan Goes,1500.0,1488.0
UFC 17: Redemption,1998-05-15,Carlos Newton,1500.0,1512.0,SUB,1,Bob Gilstrap,1500.0,1488.0
UFC 17: Redemption,1998-05-15,Mike van Arsdale,1500.0,1512.0,SUB,1,Joe Pardo,1500.0,1488.0
UFC 17: Redemption,1998-05-15,David Abbott,1514.4895430470026,1525.9893818936293,KO/TKO,1,Hugo Duarte,1500.0,1488.5001611533733
UFC 17: Redemption,1998-05-15,Dan Henderson,1512.0,1524.0,S-DEC,2,Carlos Newton,1512.0,1500.0
UFC 17: Redemption,1998-05-15,Pete Williams,1500.0,1513.949352965146,KO/TKO,2,Mark Coleman,1556.9440168360459,1542.9946638708998
UFC 17: Redemption,1998-05-15,Frank Shamrock,1524.384765763237,1535.5439259783147,SUB,2,Jeremy Horn,1500.0,1488.8408397849223
UFC - Ultimate Brazil,1998-10-16,Frank Shamrock,1535.5439259783147,1546.3205472667244,SUB,1,John Lober,1500.0,1489.2233787115904
UFC - Ultimate Brazil,1998-10-16,Vitor Belfort,1535.3144283711188,1546.098894368901,KO/TKO,1,Wanderlei Silva,1500.0,1489.2155340022177
UFC - Ultimate Brazil,1998-10-16,Pedro Rizzo,1500.0,1512.89597092089,KO/TKO,1,David Abbott,1525.9893818936293,1513.0934109727395
UFC - Ultimate Brazil,1998-10-16,Tsuyoshi Kohsaka,1511.7734967452404,1523.8486471742137,U-DEC,2,Pete Williams,1513.949352965146,1501.8742025361728
UFC - Ultimate Brazil,1998-10-16,Ebenezer Fontes Braga,1500.0,1511.6147087412307,SUB,1,Jeremy Horn,1488.8408397849223,1477.2261310436916
UFC - Ultimate Brazil,1998-10-16,Tulio Palhares,1500.0,1512.0,KO/TKO,1,Adriano Santos,1500.0,1488.0
