,event,date,fighter_1,fighter_2,result,method,round,time
2388,UFC Fight Night: Felder vs. Hooker,2020-02-22,Priscila Cachoeira,Shana Dobson,win,KO/TKO,1,0:40
2389,UFC Fight Night: Anderson vs. Blachowicz,2020-02-15,Jan Blachowicz,Corey Anderson,win,KO/TKO,1,3:08
2390,UFC Fight Night: Anderson vs. Blachowicz,2020-02-15,Diego Sanchez,Michel Pereira,win,DQ,3,3:09
2391,UFC Fight Night: Anderson vs. Blachowicz,2020-02-15,Montana De La Rosa,Mara Romero Borella,win,U-DEC,3,5:00
2392,UFC Fight Night: Anderson vs. Blachowicz,2020-02-15,Brok Weaver,Kazula Vargas,win,DQ,1,4:02
2393,UFC Fight Night: Anderson vs. Blachowicz,2020-02-15,Ray Borg,Rogerio Bontorin,win,U-DEC,3,5:00
2394,UFC Fight Night: Anderson vs. Blachowicz,2020-02-15,Lando Vannata,Yancy Medeiros,win,U-DEC,3,5:00
2395,UFC Fight Night: Anderson vs. Blachowicz,2020-02-15,Daniel Rodriguez,Tim Means,win,SUB,2,3:37
2396,UFC Fight Night: Anderson vs. Blachowicz,2020-02-15,John Dodson,Nathaniel Wood,win,KO/TKO,3,0:16
2397,UFC Fight Night: Anderson vs. Blachowicz,2020-02-15,Scott Holtzman,Jim Miller,win,U-DEC,3,5:00
2398,UFC Fight Night: Anderson vs. Blachowicz,2020-02-15,Devin Clark,Dequan Townsend,win,U-DEC,3,5:00
2399,UFC Fight Night: Anderson vs. Blachowicz,2020-02-15,Merab Dvalishvili,Casey Kenney,win,U-DEC,3,5:00
2400,UFC Fight Night: Anderson vs. Blachowicz,2020-02-15,Macy Chiasson,Shanna Young,win,U-DEC,3,5:00
2401,UFC Fight Night: Anderson vs. Blachowicz,2020-02-15,Raulian Paiva,Mark De La Rosa,win,KO/TKO,2,4:42
2402,UFC 247: Jones vs. Reyes,2020-02-08,Jon Jones,Dominick Reyes,win,U-DEC,5,5:00
2403,UFC 247: Jones vs. Reyes,2020-02-08,Valentina Shevchenko,Katlyn Cerminara,win,KO/TKO,3,1:03
2404,UFC 247: Jones vs. Reyes,2020-02-08,Justin Tafa,Juan Adams,win,KO/TKO,1,1:59
2405,UFC 247: Jones vs. Reyes,2020-02-08,Dan Ige,Mirsad Bektic,win,S-DEC,3,5:00
2406,UFC 247: Jones vs. Reyes,2020-02-08,Derrick Lewis,Ilir Latifi,win,U-DEC,3,5:00
2407,UFC 247: Jones vs. Reyes,2020-02-08,Trevin Giles,James Krause,win,S-DEC,3,5:00
2408,UFC 247: Jones vs. Reyes,2020-02-08,Lauren Murphy,Andrea Lee,win,S-DEC,3,5:00
2409,UFC 247: Jones vs. Reyes,2020-02-08,Khaos Williams,Alex Morono,win,KO/TKO,1,0:27
2410,UFC 247: Jones vs. Reyes,2020-02-08,Mario Bautista,Miles Johns,win,KO/TKO,2,1:41
2411,UFC 247: Jones vs. Reyes,2020-02-08,Domingo Pilarte,Journey Newson,nc,Overturned,1,0:38
2412,UFC 247: Jones vs. Reyes,2020-02-08,Andre Ewell,Jonathan Martinez,win,S-DEC,3,5:00
2413,UFC 247: Jones vs. Reyes,2020-02-08,Youssef Zalal,Austin Lingo,win,U-DEC,3,5:00
2414,UFC Fight Night: Blaydes vs. Dos Santos,2020-01-25,Curtis Blaydes,Junior Dos Santos,win,KO/TKO,2,1:06
2415,UFC Fight Night: Blaydes vs. Dos Santos,2020-01-25,Michael Chiesa,Rafael Dos Anjos,win,U-DEC,3,5:00
2416,UFC Fight Night: Blaydes vs. Dos Santos,2020-01-25,Alex Perez,Jordan Espinosa,win,SUB,1,2:33
2417,UFC Fight Night: Blaydes vs. Dos Santos,2020-01-25,Angela Hill,Hannah Cifers,win,KO/TKO,2,4:26
2418,UFC Fight Night: Blaydes vs. Dos Santos,2020-01-25,Jamahal Hill,Darko Stosic,win,U-DEC,3,5:00
2419,UFC Fight Night: Blaydes vs. Dos Santos,2020-01-25,Bevon Lewis,Dequan Townsend,win,U-DEC,3,5:00
2420,UFC Fight Night: Blaydes vs. Dos Santos,2020-01-25,Arnold Allen,Nik Lentz,win,U-DEC,3,5:00
2421,UFC Fight Night: Blaydes vs. Dos Santos,2020-01-25,Justine Kish,Lucie Pudilova,win,U-DEC,3,5:00
2422,UFC Fight Night: Blaydes vs. Dos Santos,2020-01-25,Montel Jackson,Felipe Colares,win,U-DEC,3,5:00
2423,UFC Fight Night: Blaydes vs. Dos Santos,2020-01-25,Sara McMann,Lina Lansberg,win,U-DEC,3,5:00
2424,UFC Fight Night: Blaydes vs. Dos Santos,2020-01-25,Brett Johns,Tony Gravely,win,SUB,3,2:53
2425,UFC Fight Night: Blaydes vs. Dos Santos,2020-01-25,Herbert Burns,Nate Landwehr,win,KO/TKO,1,2:43
2426,UFC 246: McGregor vs. Cowboy,2020-01-18,Conor McGregor,Donald Cerrone,win,KO/TKO,1,0:40
2427,UFC 246: McGregor vs. Cowboy,2020-01-18,Holly Holm,Raquel Pennington,win,U-DEC,3,5:00
2428,UFC 246: McGregor vs. Cowboy,2020-01-18,Aleksei Oleinik,Maurice Greene,win,SUB,2,4:38
2429,UFC 246: McGregor vs. Cowboy,2020-01-18,Brian Kelleher,Ode Osbourne,win,SUB,1,2:49
2430,UFC 246: McGregor vs. Cowboy,2020-01-18,Diego Ferreira,Anthony Pettis,win,SUB,2,1:46
2431,UFC 246: McGregor vs. Cowboy,2020-01-18,Roxanne Modafferi,Maycee Barber,win,U-DEC,3,5:00
2432,UFC 246: McGregor vs. Cowboy,2020-01-18,Sodiq Yusuff,Andre Fili,win,U-DEC,3,5:00
2433,UFC 246: McGregor vs. Cowboy,2020-01-18,Askar Askarov,Tim Elliott,win,U-DEC,3,5:00
2434,UFC 246: McGregor vs. Cowboy,2020-01-18,Drew Dober,Nasrat Haqparast,win,KO/TKO,1,1:10
2435,UFC 246: McGregor vs. Cowboy,2020-01-18,Aleksa Camur,Justin Ledet,win,U-DEC,3,5:00
2436,UFC 246: McGregor vs. Cowboy,2020-01-18,Sabina Mazo,JJ Aldrich,win,S-DEC,3,5:00
2437,UFC Fight Night: Edgar vs. The Korean Zombie,2019-12-21,Chan Sung Jung,Frankie Edgar,win,KO/TKO,1,3:18
2438,UFC Fight Night: Edgar vs. The Korean Zombie,2019-12-21,Volkan Oezdemir,Aleksandar Rakic,win,S-DEC,3,5:00
2439,UFC Fight Night: Edgar vs. The Korean Zombie,2019-12-21,Charles Jourdain,Dooho Choi,win,KO/TKO,2,4:32
2440,UFC Fight Night: Edgar vs. The Korean Zombie,2019-12-21,Da Woon Jung,Mike Rodriguez,win,KO/TKO,1,1:04
2441,UFC Fight Night: Edgar vs. The Korean Zombie,2019-12-21,JunYong Park,Marc-Andre Barriault,win,U-DEC,3,5:00
2442,UFC Fight Night: Edgar vs. The Korean Zombie,2019-12-21,Kyung Ho Kang,Pingyuan Liu,win,S-DEC,3,5:00
2443,UFC Fight Night: Edgar vs. The Korean Zombie,2019-12-21,Ciryl Gane,Tanner Boser,win,U-DEC,3,5:00
2444,UFC Fight Night: Edgar vs. The Korean Zombie,2019-12-21,SeungWoo Choi,Suman Mokhtarian,win,U-DEC,3,5:00
2445,UFC Fight Night: Edgar vs. The Korean Zombie,2019-12-21,Omar Morales,Dong Hyun Ma,win,U-DEC,3,5:00
2446,UFC Fight Night: Edgar vs. The Korean Zombie,2019-12-21,Alexandre Pantoja,Matt Schnell,win,KO/TKO,1,4:17
2447,UFC Fight Night: Edgar vs. The Korean Zombie,2019-12-21,Raoni Barcelos,Said Nurmagomedov,win,U-DEC,3,5:00
2448,UFC Fight Night: Edgar vs. The Korean Zombie,2019-12-21,Amanda Lemos,Miranda Granger,win,SUB,1,3:43
2449,UFC Fight Night: Edgar vs. The Korean Zombie,2019-12-21,Alatengheili,Ryan Benoit,win,S-DEC,3,5:00
2450,UFC 245: Usman vs. Covington,2019-12-14,Kamaru Usman,Colby Covington,win,KO/TKO,5,4:10
2451,UFC 245: Usman vs. Covington,2019-12-14,Alexander Volkanovski,Max Holloway,win,U-DEC,5,5:00
2452,UFC 245: Usman vs. Covington,2019-12-14,Amanda Nunes,Germaine de Randamie,win,U-DEC,5,5:00
2453,UFC 245: Usman vs. Covington,2019-12-14,Marlon Moraes,Jose Aldo,win,S-DEC,3,5:00
2454,UFC 245: Usman vs. Covington,2019-12-14,Petr Yan,Urijah Faber,win,KO/TKO,3,0:43
2455,UFC 245: Usman vs. Covington,2019-12-14,Geoff Neal,Mike Perry,win,KO/TKO,1,1:30
2456,UFC 245: Usman vs. Covington,2019-12-14,Irene Aldana,Ketlen Vieira,win,KO/TKO,1,4:51
2457,UFC 245: Usman vs. Covington,2019-12-14,Omari Akhmedov,Ian Heinisch,win,U-DEC,3,5:00
2458,UFC 245: Usman vs. Covington,2019-12-14,Matt Brown,Ben Saunders,win,KO/TKO,2,4:55
2459,UFC 245: Usman vs. Covington,2019-12-14,Chase Hooper,Daniel Teymur,win,KO/TKO,1,4:34
2460,UFC 245: Usman vs. Covington,2019-12-14,Brandon Moreno,Kai Kara-France,win,U-DEC,3,5:00
2461,UFC 245: Usman vs. Covington,2019-12-14,Jessica Eye,Viviane Araujo,win,U-DEC,3,5:00
2462,UFC 245: Usman vs. Covington,2019-12-14,Punahele Soriano,Oskar Piechota,win,KO/TKO,1,3:17
2463,UFC Fight Night: Overeem vs. Rozenstruik,2019-12-07,Jairzinho Rozenstruik,Alistair Overeem,win,KO/TKO,5,4:56
2464,UFC Fight Night: Overeem vs. Rozenstruik,2019-12-07,Marina Rodriguez,Cynthia Calvillo,draw,M-DEC,3,5:00
2465,UFC Fight Night: Overeem vs. Rozenstruik,2019-12-07,Ben Rothwell,Stefan Struve,win,KO/TKO,2,4:57
2466,UFC Fight Night: Overeem vs. Rozenstruik,2019-12-07,Aspen Ladd,Yana Santos,win,KO/TKO,3,0:33
2467,UFC Fight Night: Overeem vs. Rozenstruik,2019-12-07,Cody Stamann,Song Yadong,draw,M-DEC,3,5:00
2468,UFC Fight Night: Overeem vs. Rozenstruik,2019-12-07,Rob Font,Ricky Simon,win,U-DEC,3,5:00
2469,UFC Fight Night: Overeem vs. Rozenstruik,2019-12-07,Tim Means,Thiago Alves,win,SUB,1,2:38
2470,UFC Fight Night: Overeem vs. Rozenstruik,2019-12-07,Billy Quarantillo,Jacob Kilburn,win,SUB,2,3:18
2471,UFC Fight Night: Overeem vs. Rozenstruik,2019-12-07,Bryce Mitchell,Matt Sayles,win,SUB,1,4:20
2472,UFC Fight Night: Overeem vs. Rozenstruik,2019-12-07,Joe Solecki,Matt Wiman,win,U-DEC,3,5:00
2473,UFC Fight Night: Overeem vs. Rozenstruik,2019-12-07,Virna Jandiroba,Mallory Martin,win,SUB,2,1:16
2474,UFC Fight Night: Overeem vs. Rozenstruik,2019-12-07,Makhmud Muradov,Trevor Smith,win,KO/TKO,3,4:09
2475,UFC Fight Night: Blachowicz vs. Jacare,2019-11-16,Jan Blachowicz,Jacare Souza,win,S-DEC,5,5:00
2476,UFC Fight Night: Blachowicz vs. Jacare,2019-11-16,Mauricio Rua,Paul Craig,draw,S-DEC,3,5:00
2477,UFC Fight Night: Blachowicz vs. Jacare,2019-11-16,Charles Oliveira,Jared Gordon,win,KO/TKO,1,1:26
2478,UFC Fight Night: Blachowicz vs. Jacare,2019-11-16,Andre Muniz,Antonio Arroyo,win,U-DEC,3,5:00
2479,UFC Fight Night: Blachowicz vs. Jacare,2019-11-16,Wellington Turman,Markus Perez,win,U-DEC,3,5:00
2480,UFC Fight Night: Blachowicz vs. Jacare,2019-11-16,James Krause,Sergio Moraes,win,KO/TKO,3,4:19
2481,UFC Fight Night: Blachowicz vs. Jacare,2019-11-16,Ricardo Ramos,Eduardo Garagorri,win,SUB,1,3:57
2482,UFC Fight Night: Blachowicz vs. Jacare,2019-11-16,Francisco Trinaldo,King Green,win,U-DEC,3,5:00
2483,UFC Fight Night: Blachowicz vs. Jacare,2019-11-16,Randy Brown,Warlley Alves,win,SUB,2,1:22
2484,UFC Fight Night: Blachowicz vs. Jacare,2019-11-16,Douglas Silva de Andrade,Renan Barao,win,U-DEC,3,5:00
2485,UFC Fight Night: Blachowicz vs. Jacare,2019-11-16,Ariane da Silva,Isabela de Padua,win,U-DEC,3,5:00
2486,UFC Fight Night: Blachowicz vs. Jacare,2019-11-16,Tracy Cortez,Vanessa Melo,win,U-DEC,3,5:00
2487,UFC Fight Night: Zabit vs. Kattar,2019-11-09,Zabit Magomedsharipov,Calvin Kattar,win,U-DEC,3,5:00
2488,UFC Fight Night: Zabit vs. Kattar,2019-11-09,Alexander Volkov,Greg Hardy,win,U-DEC,3,5:00
2489,UFC Fight Night: Zabit vs. Kattar,2019-11-09,Danny Roberts,Zelim Imadaev,win,KO/TKO,2,4:54
2490,UFC Fight Night: Zabit vs. Kattar,2019-11-09,Ed Herman,Khadis Ibragimov,win,U-DEC,3,5:00
2491,UFC Fight Night: Zabit vs. Kattar,2019-11-09,Anthony Rocco Martin,Ramazan Emeev,win,U-DEC,3,5:00
2492,UFC Fight Night: Zabit vs. Kattar,2019-11-09,Shamil Gamzatov,Klidson Abreu,win,S-DEC,3,5:00
2493,UFC Fight Night: Zabit vs. Kattar,2019-11-09,Magomed Ankalaev,Dalcha Lungiambula,win,KO/TKO,3,0:29
2494,UFC Fight Night: Zabit vs. Kattar,2019-11-09,Rustam Khabilov,Sergey Khandozhko,win,U-DEC,3,5:00
2495,UFC Fight Night: Zabit vs. Kattar,2019-11-09,Karl Roberson,Roman Kopylov,win,SUB,3,4:01
2496,UFC Fight Night: Zabit vs. Kattar,2019-11-09,David Zawada,Abubakar Nurmagomedov,win,SUB,1,2:50
2497,UFC Fight Night: Zabit vs. Kattar,2019-11-09,Roosevelt Roberts,Alexander Yakovlev,win,U-DEC,3,5:00
2498,UFC Fight Night: Zabit vs. Kattar,2019-11-09,Pannie Kianzad,Jessica-Rose Clark,win,U-DEC,3,5:00
2499,UFC Fight Night: Zabit vs. Kattar,2019-11-09,Davey Grant,Grigory Popov,win,S-DEC,3,5:00
2500,UFC 244: Masvidal vs. Diaz,2019-11-02,Jorge Masvidal,Nate Diaz,win,KO/TKO,3,5:00
2501,UFC 244: Masvidal vs. Diaz,2019-11-02,Darren Till,Kelvin Gastelum,win,S-DEC,3,5:00
2502,UFC 244: Masvidal vs. Diaz,2019-11-02,Stephen Thompson,Vicente Luque,win,U-DEC,3,5:00
2503,UFC 244: Masvidal vs. Diaz,2019-11-02,Derrick Lewis,Blagoy Ivanov,win,S-DEC,3,5:00
2504,UFC 244: Masvidal vs. Diaz,2019-11-02,Kevin Lee,Gregor Gillespie,win,KO/TKO,1,2:47
2505,UFC 244: Masvidal vs. Diaz,2019-11-02,Corey Anderson,Johnny Walker,win,KO/TKO,1,2:07
2506,UFC 244: Masvidal vs. Diaz,2019-11-02,Shane Burgos,Makwan Amirkhani,win,KO/TKO,3,4:32
2507,UFC 244: Masvidal vs. Diaz,2019-11-02,Edmen Shahbazyan,Brad Tavares,win,KO/TKO,1,2:27
2508,UFC 244: Masvidal vs. Diaz,2019-11-02,Jairzinho Rozenstruik,Andrei Arlovski,win,KO/TKO,1,0:29
2509,UFC 244: Masvidal vs. Diaz,2019-11-02,Katlyn Cerminara,Jennifer Maia,win,U-DEC,3,5:00
2510,UFC 244: Masvidal vs. Diaz,2019-11-02,Lyman Good,Chance Rencountre,win,KO/TKO,3,2:03
2511,UFC 244: Masvidal vs. Diaz,2019-11-02,Hakeem Dawodu,Julio Arce,win,S-DEC,3,5:00
2512,UFC Fight Night: Maia vs. Askren,2019-10-26,Demian Maia,Ben Askren,win,SUB,3,3:54
2513,UFC Fight Night: Maia vs. Askren,2019-10-26,Stevie Ray,Michael Johnson,win,M-DEC,3,5:00
2514,UFC Fight Night: Maia vs. Askren,2019-10-26,Beneil Dariush,Frank Camacho,win,SUB,1,2:02
2515,UFC Fight Night: Maia vs. Askren,2019-10-26,Ciryl Gane,Don'Tale Mayes,win,SUB,3,4:46
2516,UFC Fight Night: Maia vs. Askren,2019-10-26,Muslim Salikhov,Laureano Staropoli,win,U-DEC,3,5:00
2517,UFC Fight Night: Maia vs. Askren,2019-10-26,Randa Markos,Ashley Yoder,win,S-DEC,3,5:00
2518,UFC Fight Night: Maia vs. Askren,2019-10-26,Rafael Fiziev,Alex White,win,U-DEC,3,5:00
2519,UFC Fight Night: Maia vs. Askren,2019-10-26,Movsar Evloev,Enrique Barzola,win,U-DEC,3,5:00
2520,UFC Fight Night: Maia vs. Askren,2019-10-26,Sergei Pavlovich,Maurice Greene,win,KO/TKO,1,2:11
2521,UFC Fight Night: Maia vs. Askren,2019-10-26,Loma Lookboonmee,Aleksandra Albu,win,S-DEC,3,5:00
2522,UFC Fight Night: Maia vs. Askren,2019-10-26,Raphael Pessoa,Jeff Hughes,win,U-DEC,3,5:00
2523,UFC Fight Night: Reyes vs. Weidman,2019-10-18,Dominick Reyes,Chris Weidman,win,KO/TKO,1,1:43
2524,UFC Fight Night: Reyes vs. Weidman,2019-10-18,Yair Rodriguez,Jeremy Stephens,win,U-DEC,3,5:00
2525,UFC Fight Night: Reyes vs. Weidman,2019-10-18,Greg Hardy,Ben Sosoli,nc,Overturned,3,5:00
2526,UFC Fight Night: Reyes vs. Weidman,2019-10-18,Joe Lauzon,Jonathan Pearce,win,KO/TKO,1,1:33
2527,UFC Fight Night: Reyes vs. Weidman,2019-10-18,Maycee Barber,Gillian Robertson,win,KO/TKO,1,3:04
2528,UFC Fight Night: Reyes vs. Weidman,2019-10-18,Darren Stewart,Deron Winn,win,S-DEC,3,5:00
2529,UFC Fight Night: Reyes vs. Weidman,2019-10-18,Charles Rosa,Manny Bermudez,win,SUB,1,2:46
2530,UFC Fight Night: Reyes vs. Weidman,2019-10-18,Molly McCann,Diana Belbita,win,U-DEC,3,5:00
2531,UFC Fight Night: Reyes vs. Weidman,2019-10-18,Sean Woodson,Kyle Bochniak,win,U-DEC,3,5:00
2532,UFC Fight Night: Reyes vs. Weidman,2019-10-18,Randy Costa,Boston Salmon,win,KO/TKO,1,2:15
2533,UFC Fight Night: Reyes vs. Weidman,2019-10-18,Sean Brady,Court McGee,win,U-DEC,3,5:00
2534,UFC Fight Night: Reyes vs. Weidman,2019-10-18,Brendan Allen,Kevin Holland,win,SUB,2,3:38
2535,UFC Fight Night: Reyes vs. Weidman,2019-10-18,Tanner Boser,Daniel Spitz,win,U-DEC,3,5:00
2536,UFC Fight Night: Joanna vs. Waterson,2019-10-12,Joanna Jedrzejczyk,Michelle Waterson-Gomez,win,U-DEC,5,5:00
2537,UFC Fight Night: Joanna vs. Waterson,2019-10-12,Cub Swanson,Kron Gracie,win,U-DEC,3,5:00
2538,UFC Fight Night: Joanna vs. Waterson,2019-10-12,Niko Price,James Vick,win,KO/TKO,1,1:44
2539,UFC Fight Night: Joanna vs. Waterson,2019-10-12,Amanda Ribas,Mackenzie Dern,win,U-DEC,3,5:00
2540,UFC Fight Night: Joanna vs. Waterson,2019-10-12,Matt Frevola,Luis Pena,win,S-DEC,3,5:00
2541,UFC Fight Night: Joanna vs. Waterson,2019-10-12,Eryk Anders,Gerald Meerschaert,win,S-DEC,3,5:00
2542,UFC Fight Night: Joanna vs. Waterson,2019-10-12,Ryan Spann,Devin Clark,win,SUB,2,2:01
2543,UFC Fight Night: Joanna vs. Waterson,2019-10-12,Mike Davis,Thomas Gifford,win,KO/TKO,3,4:45
2544,UFC Fight Night: Joanna vs. Waterson,2019-10-12,Alex Morono,Max Griffin,win,U-DEC,3,5:00
2545,UFC Fight Night: Joanna vs. Waterson,2019-10-12,Deiveson Figueiredo,Tim Elliott,win,SUB,1,3:08
2546,UFC Fight Night: Joanna vs. Waterson,2019-10-12,Marlon Vera,Andre Ewell,win,KO/TKO,3,3:17
2547,UFC Fight Night: Joanna vs. Waterson,2019-10-12,Miguel Baeza,Hector Aldana,win,KO/TKO,2,2:32
2548,UFC Fight Night: Joanna vs. Waterson,2019-10-12,Marvin Vettori,Andrew Sanchez,win,U-DEC,3,5:00
2549,UFC Fight Night: Joanna vs. Waterson,2019-10-12,JJ Aldrich,Lauren Mueller,win,U-DEC,3,5:00
2550,UFC 243: Whittaker vs. Adesanya,2019-10-05,Israel Adesanya,Robert Whittaker,win,KO/TKO,2,3:33
2551,UFC 243: Whittaker vs. Adesanya,2019-10-05,Dan Hooker,Al Iaquinta,win,U-DEC,3,5:00
2552,UFC 243: Whittaker vs. Adesanya,2019-10-05,Serghei Spivac,Tai Tuivasa,win,SUB,2,3:14
2553,UFC 243: Whittaker vs. Adesanya,2019-10-05,Dhiego Lima,Luke Jumeau,win,S-DEC,3,5:00
2554,UFC 243: Whittaker vs. Adesanya,2019-10-05,Yorgan De Castro,Justin Tafa,win,KO/TKO,1,2:10
2555,UFC 243: Whittaker vs. Adesanya,2019-10-05,Jake Matthews,Rostem Akman,win,U-DEC,3,5:00
2556,UFC 243: Whittaker vs. Adesanya,2019-10-05,Callan Potter,Maki Pitolo,win,U-DEC,3,5:00
2557,UFC 243: Whittaker vs. Adesanya,2019-10-05,Brad Riddell,Jamie Mullarkey,win,U-DEC,3,5:00
2558,UFC 243: Whittaker vs. Adesanya,2019-10-05,Megan Anderson,Zarah Fairn,win,SUB,1,3:57
2559,UFC 243: Whittaker vs. Adesanya,2019-10-05,Ji Yeon Kim,Nadia Kassem,win,KO/TKO,2,4:59
2560,UFC 243: Whittaker vs. Adesanya,2019-10-05,Khalid Taha,Bruno Silva,nc,Overturned,3,3:00
2561,UFC Fight Night: Hermansson vs. Cannonier,2019-09-28,Jared Cannonier,Jack Hermansson,win,KO/TKO,2,0:27
2562,UFC Fight Night: Hermansson vs. Cannonier,2019-09-28,Mark Madsen,Danilo Belluardo,win,KO/TKO,1,1:12
2563,UFC Fight Night: Hermansson vs. Cannonier,2019-09-28,Gilbert Burns,Gunnar Nelson,win,U-DEC,3,5:00
2564,UFC Fight Night: Hermansson vs. Cannonier,2019-09-28,Ion Cutelaba,Khalil Rountree Jr.,win,KO/TKO,1,2:35
2565,UFC Fight Night: Hermansson vs. Cannonier,2019-09-28,Ovince Saint Preux,Michal Oleksiejczuk,win,SUB,2,2:46
2566,UFC Fight Night: Hermansson vs. Cannonier,2019-09-28,Nicolas Dalby,Alex Oliveira,win,U-DEC,3,5:00
2567,UFC Fight Night: Hermansson vs. Cannonier,2019-09-28,John Phillips,Alen Amedovski,win,KO/TKO,1,0:17
2568,UFC Fight Night: Hermansson vs. Cannonier,2019-09-28,Makhmud Muradov,Alessio Di Chirico,win,U-DEC,3,5:00
2569,UFC Fight Night: Hermansson vs. Cannonier,2019-09-28,Ismail Naurdiev,Siyar Bahadurzada,win,U-DEC,3,5:00
2570,UFC Fight Night: Hermansson vs. Cannonier,2019-09-28,Giga Chikadze,Brandon Davis,win,S-DEC,3,5:00
2571,UFC Fight Night: Hermansson vs. Cannonier,2019-09-28,Lina Lansberg,Macy Chiasson,win,U-DEC,3,5:00
2572,UFC Fight Night: Hermansson vs. Cannonier,2019-09-28,Marc Diakiese,Lando Vannata,win,U-DEC,3,5:00
2573,UFC Fight Night: Hermansson vs. Cannonier,2019-09-28,Jack Shore,Nohelin Hernandez,win,SUB,3,2:51
2574,UFC Fight Night: Rodriguez vs. Stephens,2019-09-21,Yair Rodriguez,Jeremy Stephens,nc,CNC,1,0:15
2575,UFC Fight Night: Rodriguez vs. Stephens,2019-09-21,Carla Esparza,Alexa Grasso,win,M-DEC,3,5:00
2576,UFC Fight Night: Rodriguez vs. Stephens,2019-09-21,Brandon Moreno,Askar Askarov,draw,S-DEC,3,5:00
2577,UFC Fight Night: Rodriguez vs. Stephens,2019-09-21,Irene Aldana,Vanessa Melo,win,U-DEC,3,5:00
2578,UFC Fight Night: Rodriguez vs. Stephens,2019-09-21,Steven Peterson,Martin Bravo,win,KO/TKO,2,1:31
2579,UFC Fight Night: Rodriguez vs. Stephens,2019-09-21,Jose Quinonez,Carlos Huachin,win,U-DEC,3,5:00
2580,UFC Fight Night: Rodriguez vs. Stephens,2019-09-21,Kyle Nelson,Marco Polo Reyes,win,KO/TKO,1,1:36
2581,UFC Fight Night: Rodriguez vs. Stephens,2019-09-21,Angela Hill,Ariane Carnelossi,win,KO/TKO,3,1:56
2582,UFC Fight Night: Rodriguez vs. Stephens,2019-09-21,Sergio Pettis,Tyson Nam,win,U-DEC,3,5:00
2583,UFC Fight Night: Rodriguez vs. Stephens,2019-09-21,Paul Craig,Vinicius Moreira,win,SUB,1,3:19
2584,UFC Fight Night: Rodriguez vs. Stephens,2019-09-21,Bethe Correia,Sijara Eubanks,win,U-DEC,3,5:00
2585,UFC Fight Night: Rodriguez vs. Stephens,2019-09-21,Claudio Puelles,Marcos Mariano,win,U-DEC,3,5:00
2586,UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,Justin Gaethje,Donald Cerrone,win,KO/TKO,1,4:18
2587,UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,Glover Teixeira,Nikita Krylov,win,S-DEC,3,5:00
2588,UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,Todd Duffee,Jeff Hughes,nc,CNC,1,4:03
2589,UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,Tristan Connelly,Michel Pereira,win,U-DEC,3,5:00
2590,UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,Uriah Hall,Antonio Carlos Junior,win,S-DEC,3,5:00
2591,UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,Misha Cirkunov,Jimmy Crute,win,SUB,1,3:38
2592,UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,Augusto Sakai,Marcin Tybura,win,KO/TKO,1,0:59
2593,UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,Miles Johns,Cole Smith,win,S-DEC,3,5:00
2594,UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,Hunter Azure,Brad Katona,win,U-DEC,3,5:00
2595,UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,Chas Skelly,Jordan Griffin,win,U-DEC,3,5:00
2596,UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,Louis Smolka,Ryan MacDonald,win,KO/TKO,1,4:43
2597,UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,Austin Hubbard,Kyle Prepolec,win,U-DEC,3,5:00
2598,UFC 242: Khabib vs. Poirier,2019-09-07,Khabib Nurmagomedov,Dustin Poirier,win,SUB,3,2:06
2599,UFC 242: Khabib vs. Poirier,2019-09-07,Paul Felder,Edson Barboza,win,S-DEC,3,5:00
2600,UFC 242: Khabib vs. Poirier,2019-09-07,Islam Makhachev,Davi Ramos,win,U-DEC,3,5:00
2601,UFC 242: Khabib vs. Poirier,2019-09-07,Curtis Blaydes,Shamil Abdurakhimov,win,KO/TKO,2,2:22
2602,UFC 242: Khabib vs. Poirier,2019-09-07,Diego Ferreira,Mairbek Taisumov,win,U-DEC,3,5:00
2603,UFC 242: Khabib vs. Poirier,2019-09-07,Joanne Wood,Andrea Lee,win,S-DEC,3,5:00
2604,UFC 242: Khabib vs. Poirier,2019-09-07,Zubaira Tukhugov,Lerone Murphy,draw,S-DEC,3,5:00
2605,UFC 242: Khabib vs. Poirier,2019-09-07,Sarah Moras,Liana Jojua,win,KO/TKO,3,2:26
2606,UFC 242: Khabib vs. Poirier,2019-09-07,Ottman Azaitar,Teemu Packalen,win,KO/TKO,1,3:33
2607,UFC 242: Khabib vs. Poirier,2019-09-07,Belal Muhammad,Takashi Sato,win,SUB,3,1:55
2608,UFC 242: Khabib vs. Poirier,2019-09-07,Muslim Salikhov,Nordine Taleb,win,KO/TKO,1,4:26
2609,UFC 242: Khabib vs. Poirier,2019-09-07,Omari Akhmedov,Zak Cummings,win,U-DEC,3,5:00
